teamname,split,result,totalgold,teamkills,teamdeaths,towers,dragons,barons
KaBuM! e-Sports,Split 2,1,9526,22,13,,,
CNB e-Sports Club,Split 2,0,13178,13,22,,,
CNB e-Sports Club,Split 2,0,8439,13,22,,,
CNB e-Sports Club,Split 2,0,12181,13,22,,,
CNB e-Sports Club,Split 2,0,10495,13,22,,,
CNB e-Sports Club,Split 2,0,7203,13,22,,,
KaBuM! e-Sports,Split 2,1,62561,22,13,10.0,3.0,1.0
CNB e-Sports Club,Split 2,0,51496,13,22,3.0,0.0,0.0
CNB e-Sports Club,Split 2,0,8423,9,15,,,
CNB e-Sports Club,Split 2,0,6542,9,15,,,
CNB e-Sports Club,Split 2,0,8028,9,15,,,
CNB e-Sports Club,Split 2,0,8060,9,15,,,
CNB e-Sports Club,Split 2,0,5831,9,15,,,
KaBuM! e-Sports,Split 2,1,9901,15,9,,,
KaBuM! e-Sports,Split 2,1,9222,15,9,,,
KaBuM! e-Sports,Split 2,1,11655,15,9,,,
KaBuM! e-Sports,Split 2,1,12048,15,9,,,
KaBuM! e-Sports,Split 2,1,7900,15,9,,,
CNB e-Sports Club,Split 2,0,36884,9,15,1.0,1.0,0.0
KaBuM! e-Sports,Split 2,1,50726,15,9,11.0,1.0,1.0
ProGaming Esports,Split 2,0,13217,6,13,,,
ProGaming Esports,Split 2,0,10758,6,13,,,
ProGaming Esports,Split 2,0,13283,6,13,,,
ProGaming Esports,Split 2,0,11628,6,13,,,
ProGaming Esports,Split 2,0,7176,6,13,,,
KaBuM! e-Sports,Split 2,1,14493,13,6,,,
KaBuM! e-Sports,Split 2,1,13281,13,6,,,
KaBuM! e-Sports,Split 2,1,15275,13,6,,,
KaBuM! e-Sports,Split 2,1,16785,13,6,,,
KaBuM! e-Sports,Split 2,1,8623,13,6,,,
ProGaming Esports,Split 2,0,56062,6,13,0.0,1.0,0.0
KaBuM! e-Sports,Split 2,1,68457,13,6,9.0,4.0,2.0
KaBuM! e-Sports,Split 2,1,10801,11,7,,,
KaBuM! e-Sports,Split 2,1,11740,11,7,,,
KaBuM! e-Sports,Split 2,1,12676,11,7,,,
KaBuM! e-Sports,Split 2,1,12934,11,7,,,
KaBuM! e-Sports,Split 2,1,7720,11,7,,,
ProGaming Esports,Split 2,0,9099,7,11,,,
ProGaming Esports,Split 2,0,8698,7,11,,,
ProGaming Esports,Split 2,0,9750,7,11,,,
ProGaming Esports,Split 2,0,10428,7,11,,,
ProGaming Esports,Split 2,0,6012,7,11,,,
KaBuM! e-Sports,Split 2,1,55871,11,7,10.0,3.0,1.0
ProGaming Esports,Split 2,0,43987,7,11,2.0,0.0,0.0
Vivo Keyd,Split 2,1,14663,25,7,,,
Vivo Keyd,Split 2,1,12754,25,7,,,
Vivo Keyd,Split 2,1,14905,25,7,,,
Vivo Keyd,Split 2,1,15833,25,7,,,
Vivo Keyd,Split 2,1,11511,25,7,,,
CNB e-Sports Club,Split 2,0,11675,7,25,,,
CNB e-Sports Club,Split 2,0,11601,7,25,,,
CNB e-Sports Club,Split 2,0,11620,7,25,,,
CNB e-Sports Club,Split 2,0,11033,7,25,,,
CNB e-Sports Club,Split 2,0,8386,7,25,,,
Vivo Keyd,Split 2,1,69666,25,7,11.0,3.0,2.0
CNB e-Sports Club,Split 2,0,54315,7,25,2.0,0.0,0.0
CNB e-Sports Club,Split 2,0,10292,13,31,,,
CNB e-Sports Club,Split 2,0,11067,13,31,,,
CNB e-Sports Club,Split 2,0,10235,13,31,,,
CNB e-Sports Club,Split 2,0,11689,13,31,,,
CNB e-Sports Club,Split 2,0,7726,13,31,,,
Vivo Keyd,Split 2,1,13875,31,13,,,
Vivo Keyd,Split 2,1,12594,31,13,,,
Vivo Keyd,Split 2,1,15214,31,13,,,
Vivo Keyd,Split 2,1,13217,31,13,,,
Vivo Keyd,Split 2,1,9865,31,13,,,
CNB e-Sports Club,Split 2,0,51009,13,31,3.0,2.0,0.0
Vivo Keyd,Split 2,1,64765,31,13,9.0,1.0,1.0
Ilha da Macacada Gaming,Split 2,0,15402,6,11,,,
Ilha da Macacada Gaming,Split 2,0,10817,6,11,,,
Ilha da Macacada Gaming,Split 2,0,15015,6,11,,,
Ilha da Macacada Gaming,Split 2,0,14397,6,11,,,
Ilha da Macacada Gaming,Split 2,0,7394,6,11,,,
INTZ,Split 2,1,14586,11,6,,,
INTZ,Split 2,1,14252,11,6,,,
INTZ,Split 2,1,16414,11,6,,,
INTZ,Split 2,1,16171,11,6,,,
INTZ,Split 2,1,10863,11,6,,,
Ilha da Macacada Gaming,Split 2,0,63025,6,11,2.0,0.0,0.0
INTZ,Split 2,1,72286,11,6,10.0,3.0,1.0
INTZ,Split 2,0,11531,3,14,,,
INTZ,Split 2,0,9349,3,14,,,
INTZ,Split 2,0,12126,3,14,,,
INTZ,Split 2,0,10330,3,14,,,
INTZ,Split 2,0,6764,3,14,,,
Ilha da Macacada Gaming,Split 2,1,14217,14,3,,,
Ilha da Macacada Gaming,Split 2,1,10601,14,3,,,
Ilha da Macacada Gaming,Split 2,1,12585,14,3,,,
Ilha da Macacada Gaming,Split 2,1,13026,14,3,,,
Ilha da Macacada Gaming,Split 2,1,8853,14,3,,,
INTZ,Split 2,0,50100,3,14,2.0,1.0,0.0
Ilha da Macacada Gaming,Split 2,1,59282,14,3,11.0,3.0,0.0
INTZ,Split 2,0,18964,12,15,,,
INTZ,Split 2,0,13769,12,15,,,
INTZ,Split 2,0,16827,12,15,,,
INTZ,Split 2,0,18758,12,15,,,
INTZ,Split 2,0,11575,12,15,,,
Ilha da Macacada Gaming,Split 2,1,22427,15,12,,,
Ilha da Macacada Gaming,Split 2,1,15020,15,12,,,
Ilha da Macacada Gaming,Split 2,1,17844,15,12,,,
Ilha da Macacada Gaming,Split 2,1,17646,15,12,,,
Ilha da Macacada Gaming,Split 2,1,11054,15,12,,,
INTZ,Split 2,0,79893,12,15,8.0,0.0,2.0
Ilha da Macacada Gaming,Split 2,1,83991,15,12,10.0,5.0,1.0
RED Canids,Split 2,0,14282,12,11,,,
RED Canids,Split 2,0,13003,12,11,,,
RED Canids,Split 2,0,16736,12,11,,,
RED Canids,Split 2,0,16614,12,11,,,
RED Canids,Split 2,0,9479,12,11,,,
Flamengo Esports,Split 2,1,16841,11,12,,,
Flamengo Esports,Split 2,1,16175,11,12,,,
Flamengo Esports,Split 2,1,15580,11,12,,,
Flamengo Esports,Split 2,1,18320,11,12,,,
Flamengo Esports,Split 2,1,10705,11,12,,,
RED Canids,Split 2,0,70114,12,11,2.0,2.0,0.0
Flamengo Esports,Split 2,1,77621,11,12,11.0,4.0,3.0
Flamengo Esports,Split 2,1,15506,17,16,,,
Flamengo Esports,Split 2,1,15835,17,16,,,
Flamengo Esports,Split 2,1,12925,17,16,,,
Flamengo Esports,Split 2,1,15872,17,16,,,
Flamengo Esports,Split 2,1,8952,17,16,,,
RED Canids,Split 2,0,11500,16,17,,,
RED Canids,Split 2,0,10663,16,17,,,
RED Canids,Split 2,0,13543,16,17,,,
RED Canids,Split 2,0,13666,16,17,,,
RED Canids,Split 2,0,7824,16,17,,,
Flamengo Esports,Split 2,1,69090,17,16,11.0,3.0,2.0
RED Canids,Split 2,0,57196,16,17,1.0,2.0,0.0
Vivo Keyd,,1,14180,15,6,,,
Vivo Keyd,,1,13058,15,6,,,
Vivo Keyd,,1,15417,15,6,,,
Vivo Keyd,,1,15159,15,6,,,
Vivo Keyd,,1,10514,15,6,,,
Ilha da Macacada Gaming,,0,10752,6,15,,,
Ilha da Macacada Gaming,,0,8287,6,15,,,
Ilha da Macacada Gaming,,0,13712,6,15,,,
Ilha da Macacada Gaming,,0,11555,6,15,,,
Ilha da Macacada Gaming,,0,7085,6,15,,,
Vivo Keyd,,1,68328,15,6,11.0,2.0,1.0
Ilha da Macacada Gaming,,0,51391,6,15,1.0,1.0,0.0
Vivo Keyd,,1,13768,9,5,,,
Vivo Keyd,,1,10518,9,5,,,
Vivo Keyd,,1,13440,9,5,,,
Vivo Keyd,,1,14352,9,5,,,
Vivo Keyd,,1,8202,9,5,,,
Ilha da Macacada Gaming,,0,12516,5,9,,,
Ilha da Macacada Gaming,,0,9555,5,9,,,
Ilha da Macacada Gaming,,0,12935,5,9,,,
Ilha da Macacada Gaming,,0,11254,5,9,,,
Ilha da Macacada Gaming,,0,6329,5,9,,,
Vivo Keyd,,1,60280,9,5,8.0,2.0,1.0
Ilha da Macacada Gaming,,0,52589,5,9,4.0,2.0,0.0
Ilha da Macacada Gaming,,0,14246,8,20,,,
Ilha da Macacada Gaming,,0,8948,8,20,,,
Ilha da Macacada Gaming,,0,11818,8,20,,,
Ilha da Macacada Gaming,,0,10690,8,20,,,
Ilha da Macacada Gaming,,0,7225,8,20,,,
Vivo Keyd,,1,14808,20,8,,,
Vivo Keyd,,1,12679,20,8,,,
Vivo Keyd,,1,13583,20,8,,,
Vivo Keyd,,1,16362,20,8,,,
Vivo Keyd,,1,10236,20,8,,,
Ilha da Macacada Gaming,,0,52927,8,20,1.0,0.0,1.0
Vivo Keyd,,1,67668,20,8,10.0,4.0,1.0
CNB e-Sports Club,,1,17100,19,6,,,
CNB e-Sports Club,,1,10536,19,6,,,
CNB e-Sports Club,,1,13346,19,6,,,
CNB e-Sports Club,,1,12040,19,6,,,
CNB e-Sports Club,,1,9256,19,6,,,
Vivo Keyd,,0,11203,6,19,,,
Vivo Keyd,,0,10074,6,19,,,
Vivo Keyd,,0,12158,6,19,,,
Vivo Keyd,,0,10778,6,19,,,
Vivo Keyd,,0,6248,6,19,,,
CNB e-Sports Club,,1,62278,19,6,10.0,3.0,1.0
Vivo Keyd,,0,50461,6,19,2.0,0.0,1.0
CNB e-Sports Club,,0,10585,10,26,,,
CNB e-Sports Club,,0,8665,10,26,,,
CNB e-Sports Club,,0,11629,10,26,,,
CNB e-Sports Club,,0,10932,10,26,,,
CNB e-Sports Club,,0,6712,10,26,,,
Vivo Keyd,,1,13446,26,10,,,
Vivo Keyd,,1,11641,26,10,,,
Vivo Keyd,,1,15537,26,10,,,
Vivo Keyd,,1,14879,26,10,,,
Vivo Keyd,,1,9863,26,10,,,
CNB e-Sports Club,,0,48523,10,26,3.0,0.0,0.0
Vivo Keyd,,1,65366,26,10,9.0,3.0,1.0
Vivo Keyd,,0,14353,26,25,,,
Vivo Keyd,,0,11419,26,25,,,
Vivo Keyd,,0,10726,26,25,,,
Vivo Keyd,,0,14200,26,25,,,
Vivo Keyd,,0,9269,26,25,,,
CNB e-Sports Club,,1,15812,25,26,,,
CNB e-Sports Club,,1,9944,25,26,,,
CNB e-Sports Club,,1,16053,25,26,,,
CNB e-Sports Club,,1,13510,25,26,,,
CNB e-Sports Club,,1,9146,25,26,,,
Vivo Keyd,,0,59967,26,25,3.0,2.0,0.0
CNB e-Sports Club,,1,64465,25,26,6.0,1.0,1.0
CNB e-Sports Club,,0,16380,16,34,,,
CNB e-Sports Club,,0,9350,16,34,,,
CNB e-Sports Club,,0,13348,16,34,,,
CNB e-Sports Club,,0,11309,16,34,,,
CNB e-Sports Club,,0,7991,16,34,,,
Vivo Keyd,,1,15728,34,16,,,
Vivo Keyd,,1,14022,34,16,,,
Vivo Keyd,,1,16700,34,16,,,
Vivo Keyd,,1,14659,34,16,,,
Vivo Keyd,,1,9943,34,16,,,
CNB e-Sports Club,,0,58378,16,34,3.0,2.0,0.0
Vivo Keyd,,1,71052,34,16,10.0,2.0,2.0
CNB e-Sports Club,,1,18800,17,22,,,
CNB e-Sports Club,,1,13071,17,22,,,
CNB e-Sports Club,,1,19416,17,22,,,
CNB e-Sports Club,,1,19439,17,22,,,
CNB e-Sports Club,,1,12335,17,22,,,
Vivo Keyd,,0,19201,22,17,,,
Vivo Keyd,,0,15596,22,17,,,
Vivo Keyd,,0,19598,22,17,,,
Vivo Keyd,,0,18484,22,17,,,
Vivo Keyd,,0,13635,22,17,,,
CNB e-Sports Club,,1,83061,17,22,8.0,4.0,0.0
Vivo Keyd,,0,86514,22,17,6.0,0.0,2.0
Flamengo Esports,,1,12678,15,10,,,
Flamengo Esports,,1,13209,15,10,,,
Flamengo Esports,,1,14296,15,10,,,
Flamengo Esports,,1,16348,15,10,,,
Flamengo Esports,,1,9427,15,10,,,
CNB e-Sports Club,,0,14502,10,15,,,
CNB e-Sports Club,,0,9691,10,15,,,
CNB e-Sports Club,,0,14002,10,15,,,
CNB e-Sports Club,,0,12666,10,15,,,
CNB e-Sports Club,,0,8525,10,15,,,
Flamengo Esports,,1,65958,15,10,7.0,3.0,2.0
CNB e-Sports Club,,0,59386,10,15,6.0,1.0,0.0
CNB e-Sports Club,,0,8008,3,13,,,
CNB e-Sports Club,,0,6475,3,13,,,
CNB e-Sports Club,,0,8809,3,13,,,
CNB e-Sports Club,,0,8464,3,13,,,
CNB e-Sports Club,,0,5985,3,13,,,
Flamengo Esports,,1,11084,13,3,,,
Flamengo Esports,,1,9610,13,3,,,
Flamengo Esports,,1,10692,13,3,,,
Flamengo Esports,,1,12185,13,3,,,
Flamengo Esports,,1,7772,13,3,,,
CNB e-Sports Club,,0,37741,3,13,3.0,0.0,0.0
Flamengo Esports,,1,51343,13,3,11.0,3.0,1.0
CNB e-Sports Club,,0,9068,4,18,,,
CNB e-Sports Club,,0,7676,4,18,,,
CNB e-Sports Club,,0,8480,4,18,,,
CNB e-Sports Club,,0,9732,4,18,,,
CNB e-Sports Club,,0,5784,4,18,,,
Flamengo Esports,,1,10746,18,4,,,
Flamengo Esports,,1,10421,18,4,,,
Flamengo Esports,,1,11641,18,4,,,
Flamengo Esports,,1,10929,18,4,,,
Flamengo Esports,,1,7397,18,4,,,
CNB e-Sports Club,,0,40740,4,18,2.0,0.0,0.0
Flamengo Esports,,1,51134,18,4,7.0,2.0,0.0
KaBuM! e-Sports,,0,7928,5,13,,,
KaBuM! e-Sports,,0,7829,5,13,,,
KaBuM! e-Sports,,0,8373,5,13,,,
KaBuM! e-Sports,,0,9363,5,13,,,
KaBuM! e-Sports,,0,5473,5,13,,,
Flamengo Esports,,1,10833,13,5,,,
Flamengo Esports,,1,11286,13,5,,,
Flamengo Esports,,1,12152,13,5,,,
Flamengo Esports,,1,10774,13,5,,,
Flamengo Esports,,1,7203,13,5,,,
KaBuM! e-Sports,,0,38966,5,13,1.0,0.0,0.0
Flamengo Esports,,1,52248,13,5,9.0,2.0,1.0
KaBuM! e-Sports,,1,14170,23,8,,,
KaBuM! e-Sports,,1,13613,23,8,,,
KaBuM! e-Sports,,1,12715,23,8,,,
KaBuM! e-Sports,,1,13310,23,8,,,
KaBuM! e-Sports,,1,9501,23,8,,,
Flamengo Esports,,0,11503,8,23,,,
Flamengo Esports,,0,9491,8,23,,,
Flamengo Esports,,0,11954,8,23,,,
Flamengo Esports,,0,9657,8,23,,,
Flamengo Esports,,0,6799,8,23,,,
KaBuM! e-Sports,,1,63309,23,8,10.0,3.0,1.0
Flamengo Esports,,0,49404,8,23,2.0,0.0,0.0
KaBuM! e-Sports,,1,21422,20,14,,,
KaBuM! e-Sports,,1,15547,20,14,,,
KaBuM! e-Sports,,1,22008,20,14,,,
KaBuM! e-Sports,,1,21318,20,14,,,
KaBuM! e-Sports,,1,11668,20,14,,,
Flamengo Esports,,0,16879,14,20,,,
Flamengo Esports,,0,14085,14,20,,,
Flamengo Esports,,0,20554,14,20,,,
Flamengo Esports,,0,19291,14,20,,,
Flamengo Esports,,0,11445,14,20,,,
KaBuM! e-Sports,,1,91963,20,14,11.0,3.0,1.0
Flamengo Esports,,0,82254,14,20,4.0,2.0,1.0
Flamengo Esports,,1,13835,28,10,,,
Flamengo Esports,,1,11787,28,10,,,
Flamengo Esports,,1,14566,28,10,,,
Flamengo Esports,,1,11769,28,10,,,
Flamengo Esports,,1,9875,28,10,,,
KaBuM! e-Sports,,0,9532,10,28,,,
KaBuM! e-Sports,,0,8564,10,28,,,
KaBuM! e-Sports,,0,11114,10,28,,,
KaBuM! e-Sports,,0,13657,10,28,,,
KaBuM! e-Sports,,0,7060,10,28,,,
Flamengo Esports,,1,61832,28,10,10.0,2.0,1.0
KaBuM! e-Sports,,0,49927,10,28,5.0,1.0,0.0
KaBuM! e-Sports,,1,11183,12,12,,,
KaBuM! e-Sports,,1,9742,12,12,,,
KaBuM! e-Sports,,1,10853,12,12,,,
KaBuM! e-Sports,,1,13185,12,12,,,
KaBuM! e-Sports,,1,6923,12,12,,,
Flamengo Esports,,0,7721,12,12,,,
Flamengo Esports,,0,9949,12,12,,,
Flamengo Esports,,0,10907,12,12,,,
Flamengo Esports,,0,10743,12,12,,,
Flamengo Esports,,0,6326,12,12,,,
KaBuM! e-Sports,,1,51886,12,12,7.0,1.0,1.0
Flamengo Esports,,0,45646,12,12,3.0,2.0,0.0
Ilha da Macacada Gaming,,0,19193,14,15,,,
Ilha da Macacada Gaming,,0,11132,14,15,,,
Ilha da Macacada Gaming,,0,15057,14,15,,,
Ilha da Macacada Gaming,,0,15139,14,15,,,
Ilha da Macacada Gaming,,0,10224,14,15,,,
INTZ,,1,15682,15,14,,,
INTZ,,1,11717,15,14,,,
INTZ,,1,14904,15,14,,,
INTZ,,1,15800,15,14,,,
INTZ,,1,9799,15,14,,,
Ilha da Macacada Gaming,,0,70745,14,15,7.0,2.0,1.0
INTZ,,1,67902,15,14,9.0,2.0,1.0
Ilha da Macacada Gaming,,1,10832,14,18,,,
Ilha da Macacada Gaming,,1,11913,14,18,,,
Ilha da Macacada Gaming,,1,15565,14,18,,,
Ilha da Macacada Gaming,,1,12002,14,18,,,
Ilha da Macacada Gaming,,1,7896,14,18,,,
INTZ,,0,12405,18,14,,,
INTZ,,0,11014,18,14,,,
INTZ,,0,13215,18,14,,,
INTZ,,0,11672,18,14,,,
INTZ,,0,8359,18,14,,,
Ilha da Macacada Gaming,,1,58208,14,18,7.0,0.0,1.0
INTZ,,0,56665,18,14,5.0,3.0,1.0
Ilha da Macacada Gaming,,1,14588,13,9,,,
Ilha da Macacada Gaming,,1,13484,13,9,,,
Ilha da Macacada Gaming,,1,15089,13,9,,,
Ilha da Macacada Gaming,,1,15762,13,9,,,
Ilha da Macacada Gaming,,1,9199,13,9,,,
INTZ,,0,12876,9,13,,,
INTZ,,0,10867,9,13,,,
INTZ,,0,13124,9,13,,,
INTZ,,0,12262,9,13,,,
INTZ,,0,8210,9,13,,,
Ilha da Macacada Gaming,,1,68122,13,9,8.0,3.0,1.0
INTZ,,0,57339,9,13,4.0,1.0,0.0
ProGaming Esports,,0,10718,7,22,,,
ProGaming Esports,,0,9261,7,22,,,
ProGaming Esports,,0,10498,7,22,,,
ProGaming Esports,,0,12248,7,22,,,
ProGaming Esports,,0,7606,7,22,,,
INTZ,,1,14695,22,8,,,
INTZ,,1,12344,22,8,,,
INTZ,,1,15455,22,8,,,
INTZ,,1,15575,22,8,,,
INTZ,,1,9218,22,8,,,
ProGaming Esports,,0,50331,7,22,0.0,0.0,0.0
INTZ,,1,67287,22,8,11.0,2.0,1.0
INTZ,,0,12792,22,22,,,
INTZ,,0,13727,22,22,,,
INTZ,,0,16385,22,22,,,
INTZ,,0,16126,22,22,,,
INTZ,,0,10032,22,22,,,
ProGaming Esports,,1,15404,22,22,,,
ProGaming Esports,,1,13458,22,22,,,
ProGaming Esports,,1,18117,22,22,,,
ProGaming Esports,,1,16293,22,22,,,
ProGaming Esports,,1,8596,22,22,,,
INTZ,,0,69062,22,22,9.0,1.0,1.0
ProGaming Esports,,1,71868,22,22,10.0,2.0,1.0
ProGaming Esports,,1,11052,11,6,,,
ProGaming Esports,,1,12333,11,6,,,
ProGaming Esports,,1,13895,11,6,,,
ProGaming Esports,,1,13594,11,6,,,
ProGaming Esports,,1,7289,11,6,,,
INTZ,,0,9389,6,11,,,
INTZ,,0,8821,6,11,,,
INTZ,,0,10260,6,11,,,
INTZ,,0,10844,6,11,,,
INTZ,,0,6859,6,11,,,
ProGaming Esports,,1,58163,11,6,9.0,2.0,1.0
INTZ,,0,46173,6,11,2.0,0.0,0.0
INTZ,,1,13580,10,3,,,
INTZ,,1,12026,10,3,,,
INTZ,,1,11864,10,3,,,
INTZ,,1,13195,10,3,,,
INTZ,,1,8330,10,3,,,
paiN Gaming,,0,8763,3,10,,,
paiN Gaming,,0,8494,3,10,,,
paiN Gaming,,0,9806,3,10,,,
paiN Gaming,,0,9806,3,10,,,
paiN Gaming,,0,5890,3,10,,,
INTZ,,1,58995,10,3,11.0,3.0,1.0
paiN Gaming,,0,42759,3,10,2.0,0.0,0.0
paiN Gaming,,0,10918,7,12,,,
paiN Gaming,,0,9583,7,12,,,
paiN Gaming,,0,12392,7,12,,,
paiN Gaming,,0,14028,7,12,,,
paiN Gaming,,0,8705,7,12,,,
INTZ,,1,15306,12,7,,,
INTZ,,1,11109,12,7,,,
INTZ,,1,14121,12,7,,,
INTZ,,1,13918,12,7,,,
INTZ,,1,8742,12,7,,,
paiN Gaming,,0,55626,7,12,5.0,1.0,1.0
INTZ,,1,63196,12,7,10.0,2.0,1.0
INTZ,,1,11993,9,4,,,
INTZ,,1,10724,9,4,,,
INTZ,,1,13484,9,4,,,
INTZ,,1,11950,9,4,,,
INTZ,,1,8089,9,4,,,
paiN Gaming,,0,10169,4,9,,,
paiN Gaming,,0,7571,4,9,,,
paiN Gaming,,0,9435,4,9,,,
paiN Gaming,,0,9982,4,9,,,
paiN Gaming,,0,6352,4,9,,,
INTZ,,1,56240,9,4,11.0,2.0,1.0
paiN Gaming,,0,43509,4,9,1.0,0.0,0.0
